post_id,category,post_text,timestamp
2563,Anonymity Services,Exclusive forum for hackers—invites only!,2024-04-16 18:00:00
2564,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-04-16 19:00:00
2565,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-04-16 20:00:00
2566,Ransomware,Selling high-quality ransomware with encryption.,2024-04-16 21:00:00
2567,Ransomware,Exclusive forum for hackers—invites only!,2024-04-16 22:00:00
2568,DDoS-for-hire,Zero-day exploits available for purchase.,2024-04-16 23:00:00
2569,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-04-17 00:00:00
2570,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-04-17 01:00:00
2571,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-04-17 02:00:00
2572,Trojan Deployment,Selling high-quality ransomware with encryption.,2024-04-17 03:00:00
2573,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-04-17 04:00:00
2574,Hacking Tools,Zero-day exploits available for purchase.,2024-04-17 05:00:00
2575,Exploit Kits,Best anonymous VPN for dark web access?,2024-04-17 06:00:00
2576,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-04-17 07:00:00
2577,Trojan Deployment,Best anonymous VPN for dark web access?,2024-04-17 08:00:00
2578,Phishing,"Dump of 10,000 stolen emails available.",2024-04-17 09:00:00
2579,Stolen Credentials,Zero-day exploits available for purchase.,2024-04-17 10:00:00
2580,Carding,Best anonymous VPN for dark web access?,2024-04-17 11:00:00
2581,Stolen Credentials,Zero-day exploits available for purchase.,2024-04-17 12:00:00
2582,Anonymity Services,Selling high-quality ransomware with encryption.,2024-04-17 13:00:00
2583,Exploit Kits,Looking for botnet rental services. Need advice?,2024-04-17 14:00:00
2584,Ransomware,"Dump of 10,000 stolen emails available.",2024-04-17 15:00:00
2585,Data Leaks,Looking for buyers of stolen PayPal credentials.,2024-04-17 16:00:00
2586,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-04-17 17:00:00
2587,Phishing,"Dump of 10,000 stolen emails available.",2024-04-17 18:00:00
2588,Phishing,"Dump of 10,000 stolen emails available.",2024-04-17 19:00:00
2589,Carding,"Dump of 10,000 stolen emails available.",2024-04-17 20:00:00
2590,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-04-17 21:00:00
2591,Data Leaks,Best anonymous VPN for dark web access?,2024-04-17 22:00:00
2592,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-04-17 23:00:00
2593,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-04-18 00:00:00
2594,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-04-18 01:00:00
2595,Carding,Exclusive forum for hackers—invites only!,2024-04-18 02:00:00
2596,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-04-18 03:00:00
2597,Carding,Looking for buyers of stolen PayPal credentials.,2024-04-18 04:00:00
2598,Exploit Kits,Anyone interested in malware development? I have samples.,2024-04-18 05:00:00
2599,Ransomware,Zero-day exploits available for purchase.,2024-04-18 06:00:00
2600,Phishing,Looking for buyers of stolen PayPal credentials.,2024-04-18 07:00:00
2601,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-04-18 08:00:00
2602,Hacking Tools,Selling high-quality ransomware with encryption.,2024-04-18 09:00:00
2603,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-04-18 10:00:00
2604,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-04-18 11:00:00
2605,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-18 12:00:00
2606,Ransomware,Zero-day exploits available for purchase.,2024-04-18 13:00:00
2607,Carding,Looking for botnet rental services. Need advice?,2024-04-18 14:00:00
2608,Exploit Kits,Anyone interested in malware development? I have samples.,2024-04-18 15:00:00
2609,Trojan Deployment,Best anonymous VPN for dark web access?,2024-04-18 16:00:00
2610,Anonymity Services,Best anonymous VPN for dark web access?,2024-04-18 17:00:00
2611,Hacking Tools,Looking for botnet rental services. Need advice?,2024-04-18 18:00:00
2612,Trojan Deployment,Zero-day exploits available for purchase.,2024-04-18 19:00:00
2613,Exploit Kits,Zero-day exploits available for purchase.,2024-04-18 20:00:00
2614,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-04-18 21:00:00
2615,Ransomware,"Dump of 10,000 stolen emails available.",2024-04-18 22:00:00
2616,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-04-18 23:00:00
2617,Hacking Tools,Selling high-quality ransomware with encryption.,2024-04-19 00:00:00
2618,Anonymity Services,Selling high-quality ransomware with encryption.,2024-04-19 01:00:00
2619,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-04-19 02:00:00
2620,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-04-19 03:00:00
2621,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-04-19 04:00:00
2622,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-04-19 05:00:00
2623,Carding,Looking for botnet rental services. Need advice?,2024-04-19 06:00:00
2624,Anonymity Services,Best anonymous VPN for dark web access?,2024-04-19 07:00:00
2625,Carding,"Dump of 10,000 stolen emails available.",2024-04-19 08:00:00
2626,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-04-19 09:00:00
2627,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-04-19 10:00:00
2628,Ransomware,Looking for botnet rental services. Need advice?,2024-04-19 11:00:00
2629,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-04-19 12:00:00
2630,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-04-19 13:00:00
2631,Exploit Kits,Looking for botnet rental services. Need advice?,2024-04-19 14:00:00
2632,Data Leaks,"Dump of 10,000 stolen emails available.",2024-04-19 15:00:00
2633,Data Leaks,Best anonymous VPN for dark web access?,2024-04-19 16:00:00
2634,Exploit Kits,Exclusive forum for hackers—invites only!,2024-04-19 17:00:00
2635,Data Leaks,Anyone interested in malware development? I have samples.,2024-04-19 18:00:00
2636,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-04-19 19:00:00
2637,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-19 20:00:00
2638,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-04-19 21:00:00
2639,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-04-19 22:00:00
2640,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-04-19 23:00:00
2641,Exploit Kits,Zero-day exploits available for purchase.,2024-04-20 00:00:00
2642,Ransomware,Anyone interested in malware development? I have samples.,2024-04-20 01:00:00
2643,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-04-20 02:00:00
2644,Phishing,Selling high-quality ransomware with encryption.,2024-04-20 03:00:00
2645,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-04-20 04:00:00
2646,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-04-20 05:00:00
2647,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-04-20 06:00:00
2648,Carding,Zero-day exploits available for purchase.,2024-04-20 07:00:00
2649,Ransomware,Looking for botnet rental services. Need advice?,2024-04-20 08:00:00
2650,Hacking Tools,Looking for botnet rental services. Need advice?,2024-04-20 09:00:00
2651,Exploit Kits,Anyone interested in malware development? I have samples.,2024-04-20 10:00:00
2652,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-04-20 11:00:00
2653,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-04-20 12:00:00
2654,Exploit Kits,Zero-day exploits available for purchase.,2024-04-20 13:00:00
2655,Carding,Exclusive forum for hackers—invites only!,2024-04-20 14:00:00
2656,Carding,Looking for buyers of stolen PayPal credentials.,2024-04-20 15:00:00
2657,Phishing,Looking for botnet rental services. Need advice?,2024-04-20 16:00:00
2658,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-20 17:00:00
2659,DDoS-for-hire,Zero-day exploits available for purchase.,2024-04-20 18:00:00
2660,Data Leaks,Zero-day exploits available for purchase.,2024-04-20 19:00:00
2661,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-04-20 20:00:00
2662,Anonymity Services,Exclusive forum for hackers—invites only!,2024-04-20 21:00:00
2663,Exploit Kits,Exclusive forum for hackers—invites only!,2024-04-20 22:00:00
2664,Carding,Best anonymous VPN for dark web access?,2024-04-20 23:00:00
2665,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-04-21 00:00:00
2666,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-04-21 01:00:00
2667,Exploit Kits,Looking for botnet rental services. Need advice?,2024-04-21 02:00:00
2668,Hacking Tools,Zero-day exploits available for purchase.,2024-04-21 03:00:00
2669,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-21 04:00:00
2670,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-04-21 05:00:00
2671,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-04-21 06:00:00
2672,DDoS-for-hire,Best anonymous VPN for dark web access?,2024-04-21 07:00:00
2673,Ransomware,"New exploit found in Windows 11, selling access.",2024-04-21 08:00:00
2674,Hacking Tools,Zero-day exploits available for purchase.,2024-04-21 09:00:00
2675,Carding,Best anonymous VPN for dark web access?,2024-04-21 10:00:00
2676,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-21 11:00:00
2677,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-04-21 12:00:00
2678,Ransomware,Selling high-quality ransomware with encryption.,2024-04-21 13:00:00
2679,Carding,"New exploit found in Windows 11, selling access.",2024-04-21 14:00:00
2680,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-04-21 15:00:00
2681,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-04-21 16:00:00
2682,Anonymity Services,Best anonymous VPN for dark web access?,2024-04-21 17:00:00
2683,Phishing,Selling high-quality ransomware with encryption.,2024-04-21 18:00:00
2684,Ransomware,Zero-day exploits available for purchase.,2024-04-21 19:00:00
2685,Data Leaks,Anyone interested in malware development? I have samples.,2024-04-21 20:00:00
2686,Hacking Tools,Selling high-quality ransomware with encryption.,2024-04-21 21:00:00
2687,Exploit Kits,We need volunteers for a DDoS attack on major bank sites.,2024-04-21 22:00:00
2688,Anonymity Services,Best anonymous VPN for dark web access?,2024-04-21 23:00:00
2689,Carding,Best anonymous VPN for dark web access?,2024-04-22 00:00:00
2690,Trojan Deployment,Zero-day exploits available for purchase.,2024-04-22 01:00:00
2691,Trojan Deployment,Looking for buyers of stolen PayPal credentials.,2024-04-22 02:00:00
2692,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-04-22 03:00:00
2693,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-04-22 04:00:00
2694,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-04-22 05:00:00
2695,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-04-22 06:00:00
2696,Anonymity Services,Anyone interested in malware development? I have samples.,2024-04-22 07:00:00
2697,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-04-22 08:00:00
2698,Carding,Looking for buyers of stolen PayPal credentials.,2024-04-22 09:00:00
2699,Anonymity Services,Anyone interested in malware development? I have samples.,2024-04-22 10:00:00
2700,DDoS-for-hire,Zero-day exploits available for purchase.,2024-04-22 11:00:00
2701,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-04-22 12:00:00
2702,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-04-22 13:00:00
2703,Data Leaks,Zero-day exploits available for purchase.,2024-04-22 14:00:00
2704,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-04-22 15:00:00
2705,Exploit Kits,Anyone interested in malware development? I have samples.,2024-04-22 16:00:00
2706,Carding,Exclusive forum for hackers—invites only!,2024-04-22 17:00:00
2707,Data Leaks,Anyone interested in malware development? I have samples.,2024-04-22 18:00:00
2708,Hacking Tools,Zero-day exploits available for purchase.,2024-04-22 19:00:00
2709,Carding,Anyone interested in malware development? I have samples.,2024-04-22 20:00:00
2710,Exploit Kits,Selling high-quality ransomware with encryption.,2024-04-22 21:00:00
2711,Trojan Deployment,Zero-day exploits available for purchase.,2024-04-22 22:00:00
2712,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-04-22 23:00:00
2713,Anonymity Services,Anyone interested in malware development? I have samples.,2024-04-23 00:00:00
2714,Exploit Kits,Looking for botnet rental services. Need advice?,2024-04-23 01:00:00
2715,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-04-23 02:00:00
2716,Exploit Kits,Exclusive forum for hackers—invites only!,2024-04-23 03:00:00
2717,Anonymity Services,Exclusive forum for hackers—invites only!,2024-04-23 04:00:00
2718,Phishing,Best anonymous VPN for dark web access?,2024-04-23 05:00:00
2719,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-04-23 06:00:00
2720,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-04-23 07:00:00
2721,DDoS-for-hire,Exclusive forum for hackers—invites only!,2024-04-23 08:00:00
2722,Stolen Credentials,Anyone interested in malware development? I have samples.,2024-04-23 09:00:00
2723,Exploit Kits,Looking for botnet rental services. Need advice?,2024-04-23 10:00:00
2724,Phishing,Anyone interested in malware development? I have samples.,2024-04-23 11:00:00
2725,Hacking Tools,We need volunteers for a DDoS attack on major bank sites.,2024-04-23 12:00:00
2726,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-04-23 13:00:00
2727,Data Leaks,Selling high-quality ransomware with encryption.,2024-04-23 14:00:00
2728,Stolen Credentials,Anyone interested in malware development? I have samples.,2024-04-23 15:00:00
2729,Trojan Deployment,Anyone interested in malware development? I have samples.,2024-04-23 16:00:00
2730,Phishing,Looking for botnet rental services. Need advice?,2024-04-23 17:00:00
2731,Ransomware,Anyone interested in malware development? I have samples.,2024-04-23 18:00:00
2732,Phishing,Looking for buyers of stolen PayPal credentials.,2024-04-23 19:00:00
2733,Phishing,Looking for buyers of stolen PayPal credentials.,2024-04-23 20:00:00
2734,Phishing,Best anonymous VPN for dark web access?,2024-04-23 21:00:00
2735,Stolen Credentials,"New exploit found in Windows 11, selling access.",2024-04-23 22:00:00
